movie_id,start_time,precio,cinema_id_ext,sala_id_ext,sala_number
128,2025-10-10 17:30:00,30.78,cin_1066,sala_9576,4
407,2025-10-10 15:00:00,21.3,cin_922,sala_8274,5
165,2025-10-10 20:00:00,22.16,cin_482,sala_4316,6
24,2025-10-10 16:15:00,16.12,cin_104,sala_918,1
179,2025-10-10 13:45:00,15.3,cin_2015,sala_18008,10
367,2025-10-10 21:15:00,17.61,cin_558,sala_5016,2
128,2025-10-10 15:00:00,39.08,cin_2225,sala_19899,2
58,2025-10-10 10:30:00,14.13,cin_211,sala_1892,6
227,2025-10-10 15:00:00,32.73,cin_1814,sala_16236,7
460,2025-10-10 11:45:00,21.58,cin_1696,sala_15202,9
120,2025-10-10 11:45:00,24.07,cin_1877,sala_16795,5
462,2025-10-10 15:00:00,21.3,cin_958,sala_8602,3
262,2025-10-10 13:45:00,42.21,cin_220,sala_1962,3
445,2025-10-10 21:15:00,42.51,cin_2041,sala_18246,5
24,2025-10-10 20:00:00,29.47,cin_1389,sala_12489,7
48,2025-10-10 21:15:00,39.5,cin_1958,sala_17531,7
249,2025-10-10 13:45:00,34.86,cin_2137,sala_19114,7
133,2025-10-10 15:00:00,34.98,cin_1740,sala_15593,2
240,2025-10-10 11:45:00,15.07,cin_1641,sala_14689,6
252,2025-10-10 13:45:00,26.59,cin_908,sala_8149,4
135,2025-10-10 22:30:00,20.16,cin_1311,sala_11778,4
270,2025-10-10 17:30:00,13.51,cin_1973,sala_17655,7
402,2025-10-10 22:30:00,38.52,cin_285,sala_2548,6
297,2025-10-10 17:30:00,16.96,cin_1470,sala_13206,10
484,2025-10-10 21:15:00,19.84,cin_509,sala_4563,4
162,2025-10-10 12:30:00,18.78,cin_529,sala_4742,1
234,2025-10-10 10:30:00,35.91,cin_505,sala_4524,8
290,2025-10-10 18:45:00,30.13,cin_799,sala_7137,3
92,2025-10-10 21:15:00,36.34,cin_1513,sala_13556,4
280,2025-10-10 22:30:00,21.83,cin_1597,sala_14328,12
258,2025-10-10 18:45:00,25.19,cin_1972,sala_17645,5
148,2025-10-10 11:45:00,25.7,cin_1645,sala_14722,8
122,2025-10-10 10:30:00,19.61,cin_240,sala_2137,6
346,2025-10-10 11:45:00,34.56,cin_17,sala_162,3
467,2025-10-10 11:45:00,25.19,cin_96,sala_850,6
372,2025-10-10 17:30:00,34.17,cin_1211,sala_10894,4
101,2025-10-10 12:30:00,30.15,cin_639,sala_5714,6
465,2025-10-10 20:00:00,14.79,cin_179,sala_1605,7
147,2025-10-10 10:30:00,36.66,cin_403,sala_3622,4
404,2025-10-10 20:00:00,41.66,cin_657,sala_5878,2
185,2025-10-10 22:30:00,24.85,cin_1626,sala_14559,7
441,2025-10-10 20:00:00,24.31,cin_197,sala_1769,8
428,2025-10-10 16:15:00,21.65,cin_1630,sala_14593,1
22,2025-10-10 12:30:00,13.77,cin_1656,sala_14824,4
288,2025-10-10 22:30:00,23.59,cin_2066,sala_18479,8
212,2025-10-10 16:15:00,20.39,cin_2171,sala_19405,1
387,2025-10-10 20:00:00,25.43,cin_1261,sala_11328,3
261,2025-10-10 13:45:00,44.14,cin_598,sala_5359,11
268,2025-10-10 21:15:00,14.45,cin_545,sala_4900,1
477,2025-10-10 21:15:00,32.28,cin_1998,sala_17849,4
319,2025-10-10 10:30:00,25.75,cin_413,sala_3720,7
482,2025-10-10 10:30:00,38.92,cin_22,sala_196,2
170,2025-10-10 22:30:00,16.15,cin_1054,sala_9479,8
114,2025-10-10 20:00:00,27.63,cin_667,sala_5979,10
398,2025-10-10 17:30:00,42.13,cin_50,sala_431,3
12,2025-10-10 20:00:00,17.01,cin_1061,sala_9542,10
22,2025-10-10 21:15:00,25.45,cin_86,sala_755,10
