movie_id,start_time,precio,cinema_id_ext,sala_id_ext,sala_number
257,2025-10-13 15:00:00,43.63,cin_859,sala_7712,5
284,2025-10-13 15:00:00,42.33,cin_119,sala_1065,4
381,2025-10-13 13:45:00,31.98,cin_464,sala_4151,4
141,2025-10-13 13:45:00,30.35,cin_463,sala_4145,9
239,2025-10-13 17:30:00,16.87,cin_195,sala_1747,8
360,2025-10-13 17:30:00,16.77,cin_1904,sala_17036,7
279,2025-10-13 11:45:00,24.88,cin_542,sala_4876,5
215,2025-10-13 13:45:00,38.17,cin_1943,sala_17390,6
170,2025-10-13 13:45:00,20.85,cin_560,sala_5038,10
354,2025-10-13 11:45:00,21.94,cin_1914,sala_17125,4
153,2025-10-13 18:45:00,32.56,cin_1073,sala_9638,8
323,2025-10-13 18:45:00,22.5,cin_1780,sala_15938,4
26,2025-10-13 13:45:00,14.99,cin_1509,sala_13524,3
7,2025-10-13 13:45:00,28.98,cin_831,sala_7449,6
287,2025-10-13 15:00:00,18.66,cin_2178,sala_19481,9
222,2025-10-13 16:15:00,35.82,cin_1996,sala_17834,1
353,2025-10-13 15:00:00,45.0,cin_1062,sala_9545,2
293,2025-10-13 15:00:00,36.88,cin_1248,sala_11228,6
144,2025-10-13 21:15:00,34.42,cin_409,sala_3679,3
480,2025-10-13 17:30:00,22.29,cin_1619,sala_14496,2
495,2025-10-13 16:15:00,31.06,cin_1956,sala_17508,3
257,2025-10-13 15:00:00,17.4,cin_1669,sala_14952,7
339,2025-10-13 20:00:00,29.82,cin_1067,sala_9585,1
112,2025-10-13 20:00:00,31.68,cin_1113,sala_9985,2
386,2025-10-13 22:30:00,15.29,cin_2220,sala_19848,5
403,2025-10-13 10:30:00,31.43,cin_984,sala_8831,6
404,2025-10-13 13:45:00,20.22,cin_236,sala_2103,7
261,2025-10-13 18:45:00,44.56,cin_1130,sala_10136,7
416,2025-10-13 18:45:00,28.24,cin_1713,sala_15347,3
130,2025-10-13 20:00:00,28.85,cin_404,sala_3632,5
336,2025-10-13 16:15:00,13.66,cin_10,sala_89,4
24,2025-10-13 10:30:00,15.43,cin_1895,sala_16946,1
484,2025-10-13 20:00:00,24.14,cin_2161,sala_19320,4
132,2025-10-13 15:00:00,20.49,cin_641,sala_5740,11
386,2025-10-13 12:30:00,34.38,cin_214,sala_1916,5
238,2025-10-13 18:45:00,16.89,cin_772,sala_6902,6
118,2025-10-13 10:30:00,33.11,cin_589,sala_5279,8
489,2025-10-13 13:45:00,33.74,cin_980,sala_8798,9
162,2025-10-13 12:30:00,24.57,cin_832,sala_7456,2
286,2025-10-13 17:30:00,18.74,cin_1405,sala_12619,8
323,2025-10-13 20:00:00,40.58,cin_2050,sala_18325,4
500,2025-10-13 21:15:00,33.33,cin_244,sala_2174,2
136,2025-10-13 22:30:00,44.22,cin_1788,sala_16016,10
237,2025-10-13 10:30:00,34.09,cin_354,sala_3203,4
366,2025-10-13 22:30:00,25.58,cin_775,sala_6923,2
368,2025-10-13 21:15:00,13.09,cin_773,sala_6907,5
370,2025-10-13 12:30:00,19.65,cin_1591,sala_14269,10
441,2025-10-13 13:45:00,12.84,cin_316,sala_2840,7
474,2025-10-13 22:30:00,27.43,cin_387,sala_3490,10
123,2025-10-13 21:15:00,24.24,cin_365,sala_3284,4
99,2025-10-13 12:30:00,41.71,cin_331,sala_2989,6
183,2025-10-13 15:00:00,39.47,cin_1987,sala_17769,7
390,2025-10-13 20:00:00,13.55,cin_1143,sala_10254,2
419,2025-10-13 18:45:00,36.34,cin_94,sala_833,10
352,2025-10-13 10:30:00,33.27,cin_1742,sala_15617,4
250,2025-10-13 12:30:00,42.54,cin_307,sala_2750,5
446,2025-10-13 13:45:00,29.89,cin_412,sala_3710,7
168,2025-10-13 22:30:00,14.83,cin_808,sala_7222,7
302,2025-10-13 13:45:00,36.32,cin_1386,sala_12461,5
315,2025-10-13 20:00:00,40.17,cin_880,sala_7892,2
56,2025-10-13 10:30:00,23.03,cin_1521,sala_13625,7
315,2025-10-13 17:30:00,19.87,cin_1061,sala_9542,10
331,2025-10-13 12:30:00,26.12,cin_257,sala_2303,10
384,2025-10-13 22:30:00,30.87,cin_2110,sala_18851,3
139,2025-10-13 21:15:00,28.16,cin_614,sala_5490,6
434,2025-10-13 11:45:00,28.27,cin_339,sala_3057,3
273,2025-10-13 15:00:00,42.75,cin_869,sala_7803,7
373,2025-10-13 16:15:00,27.22,cin_531,sala_4770,9
72,2025-10-13 20:00:00,27.71,cin_2155,sala_19270,7
318,2025-10-13 16:15:00,25.98,cin_2015,sala_18001,3
236,2025-10-13 22:30:00,36.86,cin_2012,sala_17970,1
59,2025-10-13 13:45:00,32.07,cin_1108,sala_9942,5
325,2025-10-13 11:45:00,19.31,cin_248,sala_2207,4
175,2025-10-13 18:45:00,24.69,cin_1222,sala_10993,7
212,2025-10-13 13:45:00,26.23,cin_1695,sala_15188,7
35,2025-10-13 17:30:00,21.84,cin_1565,sala_14035,2
465,2025-10-13 18:45:00,29.34,cin_289,sala_2577,3
2,2025-10-13 22:30:00,29.85,cin_1061,sala_9533,1
209,2025-10-13 16:15:00,38.0,cin_1120,sala_10040,1
416,2025-10-13 17:30:00,30.02,cin_393,sala_3538,5
19,2025-10-13 10:30:00,39.74,cin_433,sala_3895,7
235,2025-10-13 10:30:00,24.51,cin_1744,sala_15636,8
495,2025-10-13 18:45:00,18.89,cin_1937,sala_17344,9
168,2025-10-13 10:30:00,22.48,cin_2142,sala_19157,5
328,2025-10-13 12:30:00,14.16,cin_243,sala_2171,10
244,2025-10-13 17:30:00,28.71,cin_1804,sala_16158,5
216,2025-10-13 17:30:00,39.96,cin_1580,sala_14168,4
40,2025-10-13 16:15:00,33.08,cin_268,sala_2396,4
17,2025-10-13 17:30:00,35.79,cin_1551,sala_13899,8
460,2025-10-13 13:45:00,12.5,cin_1077,sala_9668,6
235,2025-10-13 15:00:00,44.76,cin_132,sala_1185,1
207,2025-10-13 13:45:00,37.39,cin_648,sala_5805,8
381,2025-10-13 21:15:00,27.26,cin_232,sala_2065,4
158,2025-10-13 16:15:00,27.96,cin_1555,sala_13937,8
178,2025-10-13 15:00:00,38.84,cin_588,sala_5266,7
330,2025-10-13 13:45:00,38.85,cin_1306,sala_11738,8
180,2025-10-13 11:45:00,34.53,cin_1560,sala_13984,2
83,2025-10-13 12:30:00,25.09,cin_32,sala_279,6
121,2025-10-13 12:30:00,42.29,cin_2006,sala_17910,1
12,2025-10-13 17:30:00,15.46,cin_2043,sala_18259,2
90,2025-10-13 15:00:00,18.8,cin_1098,sala_9856,7
98,2025-10-13 18:45:00,17.65,cin_2179,sala_19490,9
428,2025-10-13 10:30:00,33.9,cin_1827,sala_16358,9
123,2025-10-13 18:45:00,16.49,cin_1395,sala_12538,5
164,2025-10-13 20:00:00,12.48,cin_695,sala_6211,1
63,2025-10-13 15:00:00,15.84,cin_371,sala_3351,10
273,2025-10-13 16:15:00,36.75,cin_1231,sala_11078,8
328,2025-10-13 12:30:00,31.33,cin_1451,sala_13028,2
342,2025-10-13 15:00:00,34.55,cin_1425,sala_12798,7
299,2025-10-13 17:30:00,37.8,cin_821,sala_7345,5
446,2025-10-13 21:15:00,43.27,cin_27,sala_235,5
272,2025-10-13 17:30:00,21.92,cin_1867,sala_16707,10
483,2025-10-13 15:00:00,21.43,cin_165,sala_1482,6
229,2025-10-13 18:45:00,40.23,cin_818,sala_7321,7
202,2025-10-13 11:45:00,39.04,cin_1767,sala_15829,5
18,2025-10-13 11:45:00,27.7,cin_2087,sala_18661,3
185,2025-10-13 15:00:00,40.63,cin_422,sala_3797,6
