movie_id,start_time,precio,cinema_id_ext,sala_id_ext,sala_number
99,2025-10-11 21:15:00,15.69,cin_559,sala_5026,6
335,2025-10-11 18:45:00,17.13,cin_1767,sala_15827,3
477,2025-10-11 21:15:00,40.7,cin_1156,sala_10386,10
3,2025-10-11 18:45:00,38.77,cin_1144,sala_10267,7
180,2025-10-11 16:15:00,40.28,cin_1933,sala_17298,4
228,2025-10-11 21:15:00,21.7,cin_736,sala_6573,6
176,2025-10-11 11:45:00,35.86,cin_932,sala_8364,10
331,2025-10-11 18:45:00,33.12,cin_1588,sala_14238,5
180,2025-10-11 15:00:00,39.97,cin_57,sala_485,2
263,2025-10-11 21:15:00,29.53,cin_131,sala_1179,6
396,2025-10-11 12:30:00,41.13,cin_1924,sala_17214,6
35,2025-10-11 12:30:00,35.7,cin_1702,sala_15257,6
395,2025-10-11 15:00:00,24.4,cin_719,sala_6421,4
11,2025-10-11 20:00:00,41.31,cin_2004,sala_17891,1
269,2025-10-11 17:30:00,21.42,cin_530,sala_4761,11
5,2025-10-11 11:45:00,13.23,cin_1844,sala_16495,2
325,2025-10-11 21:15:00,32.18,cin_1735,sala_15554,6
455,2025-10-11 11:45:00,30.44,cin_1777,sala_15911,5
221,2025-10-11 12:30:00,30.51,cin_2187,sala_19565,3
29,2025-10-11 13:45:00,42.14,cin_1884,sala_16850,2
353,2025-10-11 22:30:00,16.82,cin_1344,sala_12091,8
419,2025-10-11 22:30:00,40.89,cin_1053,sala_9471,11
87,2025-10-11 11:45:00,40.53,cin_2059,sala_18406,6
355,2025-10-11 21:15:00,40.67,cin_533,sala_4786,9
36,2025-10-11 22:30:00,23.01,cin_1051,sala_9441,2
366,2025-10-11 17:30:00,20.47,cin_549,sala_4939,3
205,2025-10-11 21:15:00,32.06,cin_1800,sala_16120,6
412,2025-10-11 21:15:00,32.44,cin_418,sala_3756,1
177,2025-10-11 11:45:00,20.69,cin_1154,sala_10362,3
272,2025-10-11 22:30:00,14.75,cin_807,sala_7210,1
306,2025-10-11 21:15:00,34.3,cin_1757,sala_15741,11
8,2025-10-11 11:45:00,37.89,cin_1819,sala_16276,6
192,2025-10-11 18:45:00,44.4,cin_533,sala_4784,7
72,2025-10-11 10:30:00,20.06,cin_1086,sala_9752,9
89,2025-10-11 10:30:00,32.45,cin_967,sala_8684,9
354,2025-10-11 22:30:00,31.99,cin_1843,sala_16487,3
313,2025-10-11 22:30:00,12.45,cin_1005,sala_9014,2
28,2025-10-11 15:00:00,28.94,cin_2010,sala_17954,1
100,2025-10-11 20:00:00,38.42,cin_738,sala_6597,7
288,2025-10-11 18:45:00,17.76,cin_1024,sala_9202,9
401,2025-10-11 10:30:00,25.13,cin_2059,sala_18408,8
439,2025-10-11 17:30:00,37.24,cin_259,sala_2316,2
362,2025-10-11 20:00:00,13.42,cin_1686,sala_15106,12
34,2025-10-11 12:30:00,31.54,cin_914,sala_8200,4
40,2025-10-11 16:15:00,15.12,cin_1678,sala_15022,1
406,2025-10-11 21:15:00,35.34,cin_2082,sala_18619,7
193,2025-10-11 10:30:00,15.97,cin_1116,sala_10015,6
436,2025-10-11 12:30:00,41.08,cin_1297,sala_11657,2
293,2025-10-11 16:15:00,36.31,cin_1711,sala_15330,1
278,2025-10-11 15:00:00,16.3,cin_426,sala_3832,7
476,2025-10-11 18:45:00,19.99,cin_763,sala_6823,6
394,2025-10-11 15:00:00,14.53,cin_575,sala_5161,7
329,2025-10-11 20:00:00,26.22,cin_764,sala_6832,9
252,2025-10-11 10:30:00,21.12,cin_1693,sala_15168,4
289,2025-10-11 11:45:00,27.8,cin_272,sala_2422,1
304,2025-10-11 15:00:00,12.89,cin_2198,sala_19651,2
453,2025-10-11 12:30:00,44.67,cin_240,sala_2135,4
38,2025-10-11 16:15:00,25.84,cin_1473,sala_13234,7
35,2025-10-11 12:30:00,30.92,cin_254,sala_2269,6
439,2025-10-11 10:30:00,24.94,cin_1767,sala_15828,4
473,2025-10-11 11:45:00,31.32,cin_1011,sala_9070,1
298,2025-10-11 17:30:00,32.55,cin_1346,sala_12108,6
425,2025-10-11 17:30:00,21.11,cin_1040,sala_9359,12
1,2025-10-11 12:30:00,25.28,cin_1231,sala_11074,4
299,2025-10-11 18:45:00,35.18,cin_1171,sala_10532,9
193,2025-10-11 16:15:00,12.32,cin_1932,sala_17291,8
49,2025-10-11 11:45:00,29.76,cin_810,sala_7239,6
70,2025-10-11 22:30:00,30.48,cin_691,sala_6183,5
449,2025-10-11 11:45:00,41.76,cin_1293,sala_11624,2
123,2025-10-11 17:30:00,43.77,cin_1165,sala_10473,6
278,2025-10-11 16:15:00,12.98,cin_2103,sala_18793,7
213,2025-10-11 16:15:00,39.79,cin_809,sala_7228,3
282,2025-10-11 20:00:00,13.92,cin_2009,sala_17944,3
152,2025-10-11 15:00:00,21.55,cin_1941,sala_17371,7
232,2025-10-11 22:30:00,26.08,cin_1029,sala_9246,8
193,2025-10-11 11:45:00,25.45,cin_1040,sala_9349,2
25,2025-10-11 10:30:00,18.19,cin_132,sala_1189,5
161,2025-10-11 12:30:00,24.27,cin_160,sala_1435,5
270,2025-10-11 12:30:00,29.22,cin_897,sala_8052,10
57,2025-10-11 10:30:00,17.55,cin_878,sala_7880,8
241,2025-10-11 15:00:00,41.84,cin_891,sala_7990,1
144,2025-10-11 10:30:00,41.24,cin_717,sala_6407,7
350,2025-10-11 20:00:00,43.54,cin_367,sala_3310,12
50,2025-10-11 18:45:00,18.02,cin_1291,sala_11608,4
111,2025-10-11 15:00:00,13.2,cin_456,sala_4080,7
229,2025-10-11 22:30:00,23.39,cin_644,sala_5773,10
274,2025-10-11 13:45:00,17.52,cin_1888,sala_16888,8
239,2025-10-11 18:45:00,27.1,cin_1448,sala_13002,5
452,2025-10-11 10:30:00,20.07,cin_383,sala_3450,6
415,2025-10-11 12:30:00,28.06,cin_1626,sala_14553,1
152,2025-10-11 21:15:00,33.02,cin_1570,sala_14085,8
114,2025-10-11 13:45:00,30.89,cin_1522,sala_13630,4
157,2025-10-11 20:00:00,23.69,cin_1296,sala_11655,8
163,2025-10-11 18:45:00,37.06,cin_841,sala_7546,5
178,2025-10-11 10:30:00,20.67,cin_1914,sala_17127,6
434,2025-10-11 11:45:00,22.3,cin_431,sala_3875,3
492,2025-10-11 22:30:00,22.45,cin_813,sala_7270,8
417,2025-10-11 21:15:00,21.55,cin_1396,sala_12552,11
50,2025-10-11 21:15:00,42.82,cin_1581,sala_14175,2
173,2025-10-11 17:30:00,18.77,cin_312,sala_2794,3
340,2025-10-11 11:45:00,42.89,cin_394,sala_3541,2
248,2025-10-11 11:45:00,33.3,cin_1045,sala_9398,5
315,2025-10-11 16:15:00,42.77,cin_1778,sala_15922,10
189,2025-10-11 12:30:00,40.42,cin_1719,sala_15409,8
317,2025-10-11 18:45:00,18.08,cin_410,sala_3685,1
300,2025-10-11 11:45:00,29.85,cin_1347,sala_12120,6
482,2025-10-11 15:00:00,32.75,cin_1202,sala_10804,2
90,2025-10-11 11:45:00,27.91,cin_430,sala_3868,2
111,2025-10-11 18:45:00,36.6,cin_1591,sala_14269,10
248,2025-10-11 10:30:00,41.28,cin_1892,sala_16929,10
270,2025-10-11 21:15:00,28.72,cin_1086,sala_9751,8
167,2025-10-11 13:45:00,40.0,cin_1941,sala_17370,6
405,2025-10-11 21:15:00,37.02,cin_803,sala_7178,9
271,2025-10-11 15:00:00,13.09,cin_1111,sala_9964,5
489,2025-10-11 18:45:00,23.69,cin_1752,sala_15698,10
485,2025-10-11 17:30:00,14.87,cin_1494,sala_13408,8
282,2025-10-11 18:45:00,44.12,cin_533,sala_4786,9
463,2025-10-11 17:30:00,33.33,cin_981,sala_8800,1
1,2025-10-11 11:45:00,32.03,cin_41,sala_353,4
471,2025-10-11 11:45:00,14.91,cin_1247,sala_11218,3
40,2025-10-11 17:30:00,40.45,cin_239,sala_2127,2
123,2025-10-11 11:45:00,12.01,cin_1444,sala_12969,6
100,2025-10-11 11:45:00,42.72,cin_935,sala_8393,9
57,2025-10-11 22:30:00,37.33,cin_2107,sala_18826,8
264,2025-10-11 16:15:00,16.7,cin_1103,sala_9891,1
285,2025-10-11 13:45:00,21.29,cin_803,sala_7178,9
281,2025-10-11 11:45:00,38.59,cin_1477,sala_13263,7
28,2025-10-11 13:45:00,15.34,cin_1604,sala_14376,1
117,2025-10-11 18:45:00,39.75,cin_648,sala_5803,6
387,2025-10-11 22:30:00,27.1,cin_35,sala_299,3
172,2025-10-11 16:15:00,35.02,cin_728,sala_6497,5
396,2025-10-11 10:30:00,13.92,cin_983,sala_8825,10
348,2025-10-11 16:15:00,25.39,cin_520,sala_4665,6
374,2025-10-11 11:45:00,17.61,cin_1256,sala_11292,4
82,2025-10-11 13:45:00,44.62,cin_1750,sala_15679,4
11,2025-10-11 20:00:00,35.71,cin_1831,sala_16393,7
224,2025-10-11 18:45:00,27.59,cin_1768,sala_15841,11
414,2025-10-11 18:45:00,32.03,cin_1752,sala_15694,6
106,2025-10-11 20:00:00,13.16,cin_2126,sala_19004,6
273,2025-10-11 10:30:00,16.03,cin_1873,sala_16756,6
203,2025-10-11 15:00:00,43.31,cin_2078,sala_18586,6
456,2025-10-11 22:30:00,36.61,cin_745,sala_6654,2
417,2025-10-11 15:00:00,20.61,cin_225,sala_2004,1
438,2025-10-11 22:30:00,26.54,cin_1078,sala_9669,1
185,2025-10-11 12:30:00,20.93,cin_1571,sala_14088,1
360,2025-10-11 22:30:00,43.67,cin_1548,sala_13871,2
265,2025-10-11 10:30:00,21.89,cin_1851,sala_16560,6
396,2025-10-11 17:30:00,26.14,cin_116,sala_1037,7
392,2025-10-11 13:45:00,18.87,cin_1276,sala_11470,8
32,2025-10-11 20:00:00,30.22,cin_727,sala_6483,2
94,2025-10-11 20:00:00,23.07,cin_495,sala_4438,11
256,2025-10-11 15:00:00,43.1,cin_1240,sala_11153,1
93,2025-10-11 12:30:00,33.04,cin_1900,sala_16992,3
180,2025-10-11 10:30:00,21.59,cin_1558,sala_13965,3
284,2025-10-11 12:30:00,39.88,cin_383,sala_3446,2
97,2025-10-11 13:45:00,23.26,cin_1090,sala_9786,4
362,2025-10-11 11:45:00,19.05,cin_1941,sala_17368,4
409,2025-10-11 10:30:00,19.52,cin_949,sala_8520,4
355,2025-10-11 18:45:00,20.1,cin_1325,sala_11909,11
