movie_id,start_time,precio,cinema_id_ext,sala_id_ext,sala_number
426,2025-10-17 11:45:00,26.13,cin_1894,sala_16944,8
110,2025-10-17 10:30:00,20.22,cin_1936,sala_17326,2
355,2025-10-17 22:30:00,35.81,cin_1981,sala_17723,3
481,2025-10-17 20:00:00,18.54,cin_2170,sala_19404,7
485,2025-10-17 16:15:00,44.35,cin_1394,sala_12528,2
402,2025-10-17 12:30:00,35.28,cin_1416,sala_12718,4
130,2025-10-17 18:45:00,29.01,cin_1551,sala_13898,7
140,2025-10-17 11:45:00,17.66,cin_1989,sala_17784,5
198,2025-10-17 17:30:00,36.76,cin_1143,sala_10259,7
302,2025-10-17 13:45:00,22.28,cin_1108,sala_9945,8
136,2025-10-17 18:45:00,37.61,cin_728,sala_6495,3
274,2025-10-17 13:45:00,20.06,cin_706,sala_6304,5
358,2025-10-17 15:00:00,22.87,cin_530,sala_4760,10
486,2025-10-17 12:30:00,42.01,cin_1335,sala_12002,9
318,2025-10-17 12:30:00,14.42,cin_1802,sala_16133,1
263,2025-10-17 16:15:00,13.78,cin_2115,sala_18897,8
443,2025-10-17 15:00:00,18.3,cin_1075,sala_9653,5
242,2025-10-17 12:30:00,27.18,cin_237,sala_2110,4
50,2025-10-17 11:45:00,33.16,cin_601,sala_5389,10
489,2025-10-17 15:00:00,12.51,cin_917,sala_8228,10
235,2025-10-17 12:30:00,14.79,cin_1989,sala_17785,6
270,2025-10-17 18:45:00,25.36,cin_113,sala_1010,10
350,2025-10-17 20:00:00,43.07,cin_1511,sala_13536,2
183,2025-10-17 12:30:00,17.41,cin_1960,sala_17543,4
213,2025-10-17 17:30:00,43.28,cin_2053,sala_18349,6
461,2025-10-17 13:45:00,34.77,cin_1544,sala_13828,2
472,2025-10-17 18:45:00,32.99,cin_1469,sala_13192,6
149,2025-10-17 12:30:00,44.43,cin_323,sala_2908,5
377,2025-10-17 20:00:00,39.65,cin_126,sala_1132,2
178,2025-10-17 13:45:00,13.77,cin_1403,sala_12596,1
340,2025-10-17 18:45:00,44.46,cin_566,sala_5088,11
111,2025-10-17 13:45:00,41.76,cin_1766,sala_15817,2
367,2025-10-17 12:30:00,35.33,cin_2109,sala_18840,2
259,2025-10-17 21:15:00,29.15,cin_1208,sala_10868,12
261,2025-10-17 12:30:00,29.8,cin_2126,sala_19000,2
374,2025-10-17 12:30:00,39.75,cin_394,sala_3545,6
59,2025-10-17 16:15:00,27.13,cin_2188,sala_19575,7
7,2025-10-17 22:30:00,37.42,cin_2208,sala_19742,2
341,2025-10-17 18:45:00,13.74,cin_59,sala_510,8
293,2025-10-17 17:30:00,43.13,cin_1173,sala_10549,8
495,2025-10-17 21:15:00,16.87,cin_2085,sala_18647,6
280,2025-10-17 17:30:00,43.38,cin_785,sala_7007,1
461,2025-10-17 15:00:00,24.33,cin_733,sala_6536,1
452,2025-10-17 15:00:00,38.71,cin_1842,sala_16477,2
158,2025-10-17 10:30:00,27.2,cin_1640,sala_14677,2
463,2025-10-17 16:15:00,26.52,cin_562,sala_5046,1
454,2025-10-17 17:30:00,24.17,cin_1219,sala_10969,8
205,2025-10-17 17:30:00,17.69,cin_1276,sala_11473,11
205,2025-10-17 18:45:00,20.95,cin_1698,sala_15216,6
225,2025-10-17 22:30:00,14.19,cin_213,sala_1911,8
27,2025-10-17 12:30:00,30.62,cin_1769,sala_15849,8
94,2025-10-17 22:30:00,18.86,cin_846,sala_7584,5
