movie_id,start_time,precio,cinema_id_ext,sala_id_ext,sala_number
124,2025-10-07 17:30:00,35.62,cin_2034,sala_18175,2
155,2025-10-07 11:45:00,24.04,cin_1152,sala_10342,1
55,2025-10-07 13:45:00,26.52,cin_1300,sala_11682,2
164,2025-10-07 21:15:00,35.39,cin_617,sala_5514,1
105,2025-10-07 18:45:00,37.42,cin_274,sala_2446,8
407,2025-10-07 15:00:00,19.0,cin_53,sala_454,6
78,2025-10-07 22:30:00,34.23,cin_1361,sala_12241,5
422,2025-10-07 22:30:00,21.99,cin_1862,sala_16657,7
404,2025-10-07 20:00:00,31.2,cin_926,sala_8302,2
78,2025-10-07 15:00:00,19.98,cin_1888,sala_16888,8
22,2025-10-07 17:30:00,42.06,cin_836,sala_7499,6
317,2025-10-07 10:30:00,31.97,cin_1982,sala_17727,1
160,2025-10-07 16:15:00,41.14,cin_167,sala_1495,2
371,2025-10-07 12:30:00,28.29,cin_476,sala_4268,11
55,2025-10-07 15:00:00,37.85,cin_1584,sala_14199,2
453,2025-10-07 16:15:00,22.94,cin_2058,sala_18395,4
194,2025-10-07 16:15:00,41.21,cin_2041,sala_18247,6
3,2025-10-07 22:30:00,27.57,cin_1464,sala_13141,1
429,2025-10-07 11:45:00,13.22,cin_1239,sala_11146,6
62,2025-10-07 15:00:00,22.82,cin_1728,sala_15483,1
302,2025-10-07 11:45:00,21.39,cin_962,sala_8640,7
451,2025-10-07 21:15:00,28.94,cin_478,sala_4285,4
194,2025-10-07 13:45:00,34.2,cin_2126,sala_19005,7
62,2025-10-07 17:30:00,16.6,cin_76,sala_667,10
122,2025-10-07 11:45:00,12.12,cin_1115,sala_10002,5
223,2025-10-07 15:00:00,25.31,cin_1516,sala_13577,1
393,2025-10-07 21:15:00,21.07,cin_2005,sala_17905,4
301,2025-10-07 20:00:00,36.73,cin_76,sala_658,1
287,2025-10-07 21:15:00,44.02,cin_1008,sala_9052,11
338,2025-10-07 13:45:00,21.52,cin_1148,sala_10300,2
436,2025-10-07 16:15:00,42.42,cin_1256,sala_11290,2
343,2025-10-07 17:30:00,30.3,cin_1172,sala_10536,4
166,2025-10-07 10:30:00,19.21,cin_1352,sala_12158,3
347,2025-10-07 22:30:00,18.93,cin_1645,sala_14718,4
187,2025-10-07 16:15:00,32.09,cin_301,sala_2690,7
491,2025-10-07 22:30:00,23.75,cin_1478,sala_13268,3
366,2025-10-07 12:30:00,37.83,cin_1797,sala_16089,1
6,2025-10-07 15:00:00,27.37,cin_942,sala_8456,4
75,2025-10-07 20:00:00,16.66,cin_644,sala_5774,11
246,2025-10-07 22:30:00,15.96,cin_1730,sala_15499,1
480,2025-10-07 20:00:00,41.29,cin_902,sala_8096,3
390,2025-10-07 13:45:00,39.96,cin_2156,sala_19274,1
146,2025-10-07 13:45:00,34.13,cin_1620,sala_14505,5
415,2025-10-07 21:15:00,44.06,cin_764,sala_6830,7
22,2025-10-07 17:30:00,25.27,cin_2185,sala_19548,8
363,2025-10-07 13:45:00,21.89,cin_273,sala_2438,9
454,2025-10-07 11:45:00,30.51,cin_1465,sala_13155,4
182,2025-10-07 10:30:00,26.96,cin_518,sala_4643,2
444,2025-10-07 21:15:00,42.46,cin_1600,sala_14352,8
260,2025-10-07 22:30:00,18.21,cin_426,sala_3828,3
178,2025-10-07 21:15:00,18.92,cin_1816,sala_16254,7
68,2025-10-07 16:15:00,32.62,cin_1773,sala_15880,2
53,2025-10-07 15:00:00,36.48,cin_841,sala_7544,3
423,2025-10-07 22:30:00,29.7,cin_1321,sala_11864,2
177,2025-10-07 15:00:00,16.7,cin_1524,sala_13646,4
297,2025-10-07 20:00:00,31.22,cin_1269,sala_11410,9
470,2025-10-07 15:00:00,19.35,cin_1845,sala_16513,10
350,2025-10-07 17:30:00,31.13,cin_500,sala_4476,5
467,2025-10-07 18:45:00,16.71,cin_1585,sala_14212,4
269,2025-10-07 10:30:00,13.65,cin_668,sala_5986,5
312,2025-10-07 21:15:00,12.68,cin_1970,sala_17625,3
338,2025-10-07 11:45:00,44.53,cin_1027,sala_9227,8
190,2025-10-07 18:45:00,33.99,cin_818,sala_7321,7
389,2025-10-07 12:30:00,15.25,cin_1125,sala_10097,10
28,2025-10-07 20:00:00,28.61,cin_588,sala_5260,1
432,2025-10-07 18:45:00,42.64,cin_4,sala_34,2
340,2025-10-07 15:00:00,43.65,cin_1211,sala_10899,9
15,2025-10-07 13:45:00,27.03,cin_1695,sala_15184,3
146,2025-10-07 12:30:00,20.39,cin_1899,sala_16985,7
343,2025-10-07 17:30:00,13.12,cin_1666,sala_14919,5
357,2025-10-07 20:00:00,40.39,cin_274,sala_2447,9
146,2025-10-07 20:00:00,19.26,cin_355,sala_3216,7
140,2025-10-07 10:30:00,38.57,cin_2221,sala_19862,7
234,2025-10-07 16:15:00,27.97,cin_896,sala_8033,2
75,2025-10-07 15:00:00,19.54,cin_1551,sala_13896,5
295,2025-10-07 17:30:00,42.99,cin_1787,sala_16003,6
37,2025-10-07 11:45:00,34.33,cin_1310,sala_11774,7
259,2025-10-07 21:15:00,12.83,cin_131,sala_1181,8
348,2025-10-07 18:45:00,43.22,cin_1619,sala_14496,2
214,2025-10-07 16:15:00,16.27,cin_835,sala_7489,6
414,2025-10-07 12:30:00,32.91,cin_1679,sala_15036,3
339,2025-10-07 16:15:00,19.98,cin_878,sala_7875,3
136,2025-10-07 16:15:00,13.49,cin_32,sala_278,5
