movie_id,start_time,precio,cinema_id_ext,sala_id_ext,sala_number
395,2025-10-12 11:45:00,35.79,cin_1687,sala_15109,3
482,2025-10-12 22:30:00,27.61,cin_1159,sala_10418,11
124,2025-10-12 13:45:00,20.35,cin_2021,sala_18064,5
356,2025-10-12 16:15:00,12.49,cin_1901,sala_17006,6
425,2025-10-12 10:30:00,38.44,cin_1687,sala_15109,3
277,2025-10-12 21:15:00,42.17,cin_1620,sala_14502,2
68,2025-10-12 22:30:00,28.09,cin_1284,sala_11545,3
267,2025-10-12 12:30:00,35.37,cin_714,sala_6376,7
249,2025-10-12 18:45:00,15.99,cin_14,sala_133,10
409,2025-10-12 17:30:00,31.06,cin_1125,sala_10093,6
53,2025-10-12 20:00:00,36.68,cin_1779,sala_15929,5
179,2025-10-12 13:45:00,35.27,cin_1940,sala_17363,5
431,2025-10-12 12:30:00,30.41,cin_877,sala_7869,3
223,2025-10-12 16:15:00,44.04,cin_376,sala_3383,2
320,2025-10-12 15:00:00,29.62,cin_1292,sala_11619,4
186,2025-10-12 15:00:00,27.48,cin_2023,sala_18085,5
326,2025-10-12 10:30:00,34.78,cin_1282,sala_11532,7
122,2025-10-12 20:00:00,25.31,cin_1797,sala_16093,5
393,2025-10-12 22:30:00,27.36,cin_1307,sala_11749,8
468,2025-10-12 11:45:00,40.02,cin_1891,sala_16910,3
129,2025-10-12 15:00:00,35.11,cin_1955,sala_17503,10
156,2025-10-12 20:00:00,18.99,cin_1283,sala_11534,1
176,2025-10-12 16:15:00,34.14,cin_709,sala_6327,2
221,2025-10-12 16:15:00,14.44,cin_110,sala_968,3
416,2025-10-12 10:30:00,14.72,cin_1880,sala_16813,1
455,2025-10-12 22:30:00,38.78,cin_1892,sala_16929,10
129,2025-10-12 15:00:00,42.3,cin_600,sala_5372,4
467,2025-10-12 20:00:00,39.64,cin_2030,sala_18144,2
210,2025-10-12 13:45:00,16.79,cin_141,sala_1275,5
35,2025-10-12 20:00:00,44.06,cin_1787,sala_16005,8
485,2025-10-12 22:30:00,16.86,cin_2018,sala_18034,6
378,2025-10-12 21:15:00,31.66,cin_577,sala_5176,4
169,2025-10-12 18:45:00,15.62,cin_1043,sala_9387,11
314,2025-10-12 15:00:00,36.11,cin_2117,sala_18909,4
294,2025-10-12 18:45:00,26.97,cin_231,sala_2060,5
158,2025-10-12 17:30:00,36.33,cin_987,sala_8862,9
480,2025-10-12 11:45:00,34.77,cin_6,sala_57,7
161,2025-10-12 18:45:00,28.42,cin_1030,sala_9249,1
408,2025-10-12 13:45:00,14.69,cin_65,sala_562,9
407,2025-10-12 12:30:00,19.02,cin_898,sala_8056,4
247,2025-10-12 12:30:00,34.5,cin_841,sala_7547,6
338,2025-10-12 10:30:00,15.49,cin_183,sala_1637,5
53,2025-10-12 12:30:00,32.34,cin_1196,sala_10753,11
