movie_id,start_time,precio,cinema_id_ext,sala_id_ext,sala_number
33,2025-10-06 12:30:00,42.5,cin_352,sala_3187,6
99,2025-10-06 16:15:00,28.52,cin_525,sala_4707,3
441,2025-10-06 22:30:00,33.42,cin_1801,sala_16131,6
1,2025-10-06 12:30:00,30.43,cin_1086,sala_9745,2
364,2025-10-06 16:15:00,13.82,cin_853,sala_7659,6
168,2025-10-06 12:30:00,44.57,cin_2199,sala_19661,3
278,2025-10-06 10:30:00,18.08,cin_1860,sala_16636,5
242,2025-10-06 10:30:00,40.75,cin_1382,sala_12428,5
364,2025-10-06 17:30:00,12.28,cin_627,sala_5602,3
36,2025-10-06 15:00:00,30.02,cin_536,sala_4817,12
411,2025-10-06 11:45:00,31.03,cin_763,sala_6823,6
264,2025-10-06 17:30:00,13.44,cin_102,sala_905,7
73,2025-10-06 21:15:00,12.81,cin_705,sala_6297,6
493,2025-10-06 15:00:00,36.55,cin_1664,sala_14905,7
305,2025-10-06 16:15:00,40.82,cin_1678,sala_15029,8
120,2025-10-06 17:30:00,39.15,cin_1311,sala_11780,6
461,2025-10-06 10:30:00,43.94,cin_236,sala_2105,9
411,2025-10-06 20:00:00,28.57,cin_1332,sala_11965,4
349,2025-10-06 21:15:00,36.97,cin_622,sala_5563,10
409,2025-10-06 20:00:00,32.58,cin_15,sala_142,7
208,2025-10-06 10:30:00,19.52,cin_415,sala_3736,4
293,2025-10-06 11:45:00,13.4,cin_1294,sala_11639,7
65,2025-10-06 17:30:00,37.53,cin_1527,sala_13670,6
145,2025-10-06 21:15:00,30.35,cin_976,sala_8760,5
98,2025-10-06 13:45:00,38.69,cin_1332,sala_11966,5
392,2025-10-06 12:30:00,18.87,cin_157,sala_1410,10
17,2025-10-06 22:30:00,15.49,cin_1514,sala_13565,3
135,2025-10-06 15:00:00,43.04,cin_928,sala_8328,8
389,2025-10-06 15:00:00,41.97,cin_951,sala_8538,4
271,2025-10-06 16:15:00,39.61,cin_2032,sala_18166,5
439,2025-10-06 20:00:00,30.09,cin_696,sala_6224,7
122,2025-10-06 18:45:00,24.66,cin_1334,sala_11988,7
140,2025-10-06 21:15:00,14.5,cin_411,sala_3693,2
236,2025-10-06 21:15:00,36.13,cin_860,sala_7722,5
283,2025-10-06 22:30:00,34.8,cin_122,sala_1099,10
151,2025-10-06 22:30:00,24.79,cin_520,sala_4664,5
224,2025-10-06 16:15:00,38.29,cin_2021,sala_18064,5
167,2025-10-06 11:45:00,15.55,cin_1176,sala_10575,9
330,2025-10-06 16:15:00,20.28,cin_1666,sala_14922,8
159,2025-10-06 10:30:00,20.15,cin_1745,sala_15643,6
320,2025-10-06 15:00:00,35.42,cin_1339,sala_12041,9
378,2025-10-06 18:45:00,26.82,cin_1282,sala_11531,6
48,2025-10-06 20:00:00,28.05,cin_1341,sala_12054,2
383,2025-10-06 22:30:00,44.18,cin_575,sala_5161,7
294,2025-10-06 13:45:00,23.62,cin_1720,sala_15421,9
43,2025-10-06 18:45:00,21.39,cin_154,sala_1379,6
328,2025-10-06 20:00:00,18.23,cin_595,sala_5322,4
341,2025-10-06 21:15:00,42.99,cin_2208,sala_19747,7
307,2025-10-06 17:30:00,15.21,cin_1963,sala_17567,4
53,2025-10-06 16:15:00,32.05,cin_1855,sala_16591,6
245,2025-10-06 10:30:00,20.82,cin_1997,sala_17845,6
475,2025-10-06 15:00:00,35.99,cin_770,sala_6885,2
448,2025-10-06 17:30:00,39.44,cin_1636,sala_14647,3
223,2025-10-06 18:45:00,21.64,cin_318,sala_2856,4
362,2025-10-06 21:15:00,29.78,cin_1518,sala_13593,5
89,2025-10-06 13:45:00,44.8,cin_154,sala_1376,3
492,2025-10-06 20:00:00,24.38,cin_308,sala_2761,5
418,2025-10-06 20:00:00,42.35,cin_1531,sala_13708,5
258,2025-10-06 22:30:00,34.47,cin_2224,sala_19891,5
391,2025-10-06 21:15:00,26.79,cin_797,sala_7127,6
225,2025-10-06 11:45:00,19.08,cin_678,sala_6080,5
378,2025-10-06 16:15:00,43.98,cin_1658,sala_14845,5
287,2025-10-06 16:15:00,40.34,cin_834,sala_7481,8
361,2025-10-06 17:30:00,21.82,cin_212,sala_1896,2
98,2025-10-06 12:30:00,20.33,cin_1333,sala_11974,5
477,2025-10-06 11:45:00,26.91,cin_1305,sala_11721,3
116,2025-10-06 20:00:00,14.04,cin_840,sala_7535,5
315,2025-10-06 11:45:00,33.36,cin_1750,sala_15680,5
257,2025-10-06 20:00:00,33.33,cin_1908,sala_17069,3
59,2025-10-06 10:30:00,23.73,cin_1795,sala_16068,1
499,2025-10-06 13:45:00,31.5,cin_1988,sala_17777,6
151,2025-10-06 12:30:00,32.28,cin_1668,sala_14943,6
163,2025-10-06 16:15:00,15.62,cin_621,sala_5547,3
243,2025-10-06 12:30:00,25.85,cin_928,sala_8322,2
313,2025-10-06 15:00:00,38.82,cin_1985,sala_17749,1
331,2025-10-06 10:30:00,27.35,cin_2008,sala_17932,3
378,2025-10-06 16:15:00,38.94,cin_236,sala_2104,8
107,2025-10-06 18:45:00,36.29,cin_1667,sala_14934,8
291,2025-10-06 20:00:00,26.01,cin_719,sala_6420,3
17,2025-10-06 15:00:00,35.6,cin_1228,sala_11044,5
378,2025-10-06 13:45:00,40.54,cin_1562,sala_14009,6
87,2025-10-06 12:30:00,29.6,cin_920,sala_8258,11
386,2025-10-06 18:45:00,21.94,cin_908,sala_8151,6
434,2025-10-06 12:30:00,21.85,cin_1603,sala_14372,4
114,2025-10-06 21:15:00,23.37,cin_2148,sala_19207,3
214,2025-10-06 16:15:00,33.05,cin_785,sala_7014,8
406,2025-10-06 21:15:00,32.97,cin_1182,sala_10611,1
90,2025-10-06 22:30:00,24.88,cin_566,sala_5084,7
486,2025-10-06 16:15:00,24.76,cin_78,sala_676,2
151,2025-10-06 21:15:00,40.1,cin_1067,sala_9591,7
315,2025-10-06 22:30:00,24.51,cin_1704,sala_15278,4
454,2025-10-06 12:30:00,13.4,cin_772,sala_6899,3
322,2025-10-06 10:30:00,36.25,cin_1202,sala_10807,5
238,2025-10-06 18:45:00,22.85,cin_1514,sala_13565,3
424,2025-10-06 22:30:00,16.32,cin_1321,sala_11865,3
345,2025-10-06 17:30:00,20.93,cin_1891,sala_16911,4
274,2025-10-06 20:00:00,14.53,cin_1230,sala_11059,1
275,2025-10-06 11:45:00,38.03,cin_1776,sala_15901,3
305,2025-10-06 13:45:00,37.29,cin_453,sala_4051,2
421,2025-10-06 15:00:00,43.58,cin_1371,sala_12325,3
52,2025-10-06 11:45:00,27.4,cin_761,sala_6808,5
343,2025-10-06 20:00:00,31.9,cin_206,sala_1854,5
279,2025-10-06 20:00:00,31.36,cin_2086,sala_18651,4
319,2025-10-06 15:00:00,23.98,cin_2012,sala_17975,6
169,2025-10-06 17:30:00,36.13,cin_1471,sala_13217,9
293,2025-10-06 15:00:00,20.76,cin_1197,sala_10760,7
