movie_id,start_time,precio,cinema_id_ext,sala_id_ext,sala_number
141,2025-10-08 12:30:00,34.47,cin_349,sala_3159,6
400,2025-10-08 21:15:00,36.71,cin_1005,sala_9022,10
65,2025-10-08 20:00:00,12.99,cin_1048,sala_9420,4
405,2025-10-08 21:15:00,39.84,cin_1073,sala_9641,11
319,2025-10-08 10:30:00,12.26,cin_1654,sala_14807,3
369,2025-10-08 11:45:00,40.37,cin_1704,sala_15279,5
418,2025-10-08 17:30:00,13.99,cin_1073,sala_9633,3
128,2025-10-08 13:45:00,37.78,cin_159,sala_1428,8
64,2025-10-08 15:00:00,18.55,cin_2126,sala_19003,5
58,2025-10-08 20:00:00,29.75,cin_781,sala_6982,9
337,2025-10-08 21:15:00,26.87,cin_1342,sala_12072,8
178,2025-10-08 10:30:00,41.97,cin_20,sala_188,6
204,2025-10-08 17:30:00,18.67,cin_1169,sala_10509,1
260,2025-10-08 22:30:00,24.37,cin_1798,sala_16104,8
235,2025-10-08 13:45:00,38.7,cin_231,sala_2058,3
339,2025-10-08 16:15:00,28.38,cin_1612,sala_14450,8
439,2025-10-08 15:00:00,44.82,cin_1395,sala_12541,8
292,2025-10-08 12:30:00,18.39,cin_550,sala_4951,6
388,2025-10-08 17:30:00,27.4,cin_585,sala_5246,7
208,2025-10-08 10:30:00,22.73,cin_204,sala_1834,4
287,2025-10-08 20:00:00,18.67,cin_656,sala_5876,8
437,2025-10-08 10:30:00,16.61,cin_2017,sala_18026,8
299,2025-10-08 13:45:00,40.08,cin_472,sala_4226,2
209,2025-10-08 13:45:00,26.66,cin_1825,sala_16337,10
485,2025-10-08 18:45:00,31.88,cin_2035,sala_18182,3
146,2025-10-08 13:45:00,44.49,cin_1671,sala_14966,7
104,2025-10-08 15:00:00,24.32,cin_1197,sala_10756,3
180,2025-10-08 12:30:00,18.87,cin_427,sala_3841,5
83,2025-10-08 15:00:00,37.34,cin_137,sala_1234,7
166,2025-10-08 15:00:00,25.73,cin_971,sala_8720,7
198,2025-10-08 12:30:00,33.15,cin_1251,sala_11251,4
212,2025-10-08 22:30:00,37.66,cin_1311,sala_11783,9
356,2025-10-08 10:30:00,12.71,cin_1746,sala_15654,10
447,2025-10-08 18:45:00,32.98,cin_122,sala_1097,8
226,2025-10-08 16:15:00,35.42,cin_1221,sala_10983,6
422,2025-10-08 15:00:00,26.42,cin_1757,sala_15741,11
128,2025-10-08 18:45:00,38.84,cin_1045,sala_9397,4
317,2025-10-08 12:30:00,12.67,cin_1451,sala_13029,3
269,2025-10-08 20:00:00,18.38,cin_1273,sala_11444,3
436,2025-10-08 13:45:00,36.37,cin_1756,sala_15722,2
451,2025-10-08 13:45:00,16.13,cin_1447,sala_12997,8
133,2025-10-08 16:15:00,31.84,cin_1631,sala_14604,2
