movie_id,start_time,precio,cinema_id_ext,sala_id_ext,sala_number
403,2025-10-15 15:00:00,22.45,cin_339,sala_3065,11
193,2025-10-15 18:45:00,23.42,cin_1339,sala_12034,2
18,2025-10-15 11:45:00,36.42,cin_1085,sala_9740,6
119,2025-10-15 10:30:00,38.16,cin_1731,sala_15515,5
245,2025-10-15 10:30:00,27.51,cin_1320,sala_11861,5
340,2025-10-15 12:30:00,29.39,cin_935,sala_8387,3
341,2025-10-15 18:45:00,12.46,cin_1016,sala_9132,9
303,2025-10-15 16:15:00,38.97,cin_868,sala_7786,1
143,2025-10-15 20:00:00,31.07,cin_2083,sala_18623,2
107,2025-10-15 16:15:00,20.16,cin_1586,sala_14226,9
79,2025-10-15 18:45:00,24.27,cin_350,sala_3172,10
52,2025-10-15 20:00:00,27.65,cin_1879,sala_16809,3
38,2025-10-15 16:15:00,33.96,cin_1574,sala_14122,11
7,2025-10-15 21:15:00,19.55,cin_102,sala_900,2
16,2025-10-15 11:45:00,21.62,cin_1359,sala_12220,3
110,2025-10-15 13:45:00,42.08,cin_827,sala_7406,6
380,2025-10-15 15:00:00,22.97,cin_736,sala_6576,9
480,2025-10-15 13:45:00,35.08,cin_809,sala_7232,7
414,2025-10-15 11:45:00,19.59,cin_957,sala_8599,9
116,2025-10-15 22:30:00,15.08,cin_1413,sala_12689,7
141,2025-10-15 12:30:00,17.85,cin_2167,sala_19367,2
9,2025-10-15 11:45:00,18.19,cin_133,sala_1204,8
319,2025-10-15 20:00:00,21.73,cin_715,sala_6383,4
500,2025-10-15 13:45:00,13.79,cin_632,sala_5645,1
209,2025-10-15 13:45:00,28.91,cin_481,sala_4310,6
470,2025-10-15 10:30:00,36.23,cin_2016,sala_18017,7
493,2025-10-15 20:00:00,26.12,cin_16,sala_156,9
327,2025-10-15 16:15:00,34.03,cin_2213,sala_19792,2
256,2025-10-15 22:30:00,14.24,cin_2128,sala_19031,9
177,2025-10-15 13:45:00,40.85,cin_320,sala_2881,10
208,2025-10-15 20:00:00,43.26,cin_96,sala_852,8
162,2025-10-15 12:30:00,13.01,cin_1188,sala_10679,11
448,2025-10-15 11:45:00,31.73,cin_19,sala_180,5
399,2025-10-15 18:45:00,26.29,cin_1658,sala_14845,5
269,2025-10-15 21:15:00,33.36,cin_55,sala_471,7
274,2025-10-15 21:15:00,22.42,cin_1138,sala_10208,2
174,2025-10-15 18:45:00,27.73,cin_1552,sala_13909,8
111,2025-10-15 15:00:00,34.86,cin_992,sala_8909,11
249,2025-10-15 11:45:00,44.59,cin_855,sala_7683,10
290,2025-10-15 20:00:00,38.21,cin_2015,sala_18009,11
238,2025-10-15 20:00:00,21.71,cin_1287,sala_11570,4
318,2025-10-15 15:00:00,16.8,cin_393,sala_3536,3
327,2025-10-15 22:30:00,26.34,cin_780,sala_6969,7
364,2025-10-15 10:30:00,20.13,cin_2113,sala_18879,8
218,2025-10-15 17:30:00,27.54,cin_1215,sala_10932,8
313,2025-10-15 11:45:00,42.15,cin_1281,sala_11519,5
354,2025-10-15 13:45:00,17.16,cin_1123,sala_10071,6
416,2025-10-15 22:30:00,23.41,cin_469,sala_4208,10
428,2025-10-15 21:15:00,19.62,cin_83,sala_724,6
493,2025-10-15 16:15:00,13.47,cin_1004,sala_9005,2
45,2025-10-15 10:30:00,32.57,cin_702,sala_6269,5
487,2025-10-15 15:00:00,23.09,cin_1574,sala_14112,1
497,2025-10-15 15:00:00,15.59,cin_1814,sala_16233,4
223,2025-10-15 22:30:00,29.67,cin_1824,sala_16321,4
25,2025-10-15 16:15:00,30.09,cin_2116,sala_18899,1
179,2025-10-15 10:30:00,15.36,cin_867,sala_7781,2
37,2025-10-15 12:30:00,23.64,cin_218,sala_1948,4
21,2025-10-15 16:15:00,15.77,cin_1352,sala_12160,5
20,2025-10-15 12:30:00,24.27,cin_138,sala_1243,4
499,2025-10-15 10:30:00,22.09,cin_2183,sala_19531,7
287,2025-10-15 21:15:00,39.28,cin_296,sala_2645,5
326,2025-10-15 20:00:00,15.23,cin_1065,sala_9570,7
129,2025-10-15 11:45:00,37.88,cin_301,sala_2687,4
138,2025-10-15 15:00:00,44.14,cin_82,sala_714,7
55,2025-10-15 13:45:00,21.94,cin_1052,sala_9454,6
219,2025-10-15 22:30:00,22.75,cin_1244,sala_11191,1
143,2025-10-15 22:30:00,21.83,cin_663,sala_5933,4
204,2025-10-15 10:30:00,26.95,cin_202,sala_1815,4
182,2025-10-15 16:15:00,20.84,cin_473,sala_4240,9
488,2025-10-15 10:30:00,21.88,cin_2104,sala_18797,1
69,2025-10-15 10:30:00,20.56,cin_1409,sala_12653,6
159,2025-10-15 11:45:00,39.45,cin_556,sala_5004,4
249,2025-10-15 10:30:00,39.36,cin_1030,sala_9255,7
479,2025-10-15 11:45:00,33.79,cin_2067,sala_18485,2
370,2025-10-15 17:30:00,28.99,cin_1128,sala_10113,2
302,2025-10-15 20:00:00,12.08,cin_208,sala_1866,2
348,2025-10-15 12:30:00,33.26,cin_487,sala_4360,6
262,2025-10-15 10:30:00,36.01,cin_895,sala_8030,10
112,2025-10-15 15:00:00,17.08,cin_1221,sala_10983,6
209,2025-10-15 10:30:00,39.29,cin_3,sala_24,3
126,2025-10-15 20:00:00,16.84,cin_22,sala_199,5
379,2025-10-15 18:45:00,27.57,cin_1878,sala_16799,1
260,2025-10-15 15:00:00,26.75,cin_1422,sala_12775,6
491,2025-10-15 22:30:00,40.44,cin_817,sala_7311,9
67,2025-10-15 15:00:00,27.64,cin_2044,sala_18273,10
487,2025-10-15 16:15:00,12.1,cin_1030,sala_9250,2
238,2025-10-15 16:15:00,35.52,cin_1331,sala_11961,9
377,2025-10-15 13:45:00,29.02,cin_1468,sala_13183,3
430,2025-10-15 21:15:00,34.74,cin_447,sala_4008,2
270,2025-10-15 20:00:00,33.04,cin_159,sala_1421,1
395,2025-10-15 21:15:00,13.31,cin_13,sala_114,1
439,2025-10-15 22:30:00,34.47,cin_505,sala_4519,3
69,2025-10-15 15:00:00,19.72,cin_69,sala_597,4
185,2025-10-15 20:00:00,42.38,cin_1260,sala_11325,7
126,2025-10-15 21:15:00,24.37,cin_1379,sala_12400,7
492,2025-10-15 13:45:00,22.78,cin_1000,sala_8974,4
87,2025-10-15 21:15:00,39.15,cin_1812,sala_16220,8
276,2025-10-15 15:00:00,41.03,cin_541,sala_4861,2
117,2025-10-15 16:15:00,37.88,cin_490,sala_4392,12
412,2025-10-15 12:30:00,28.43,cin_870,sala_7807,4
85,2025-10-15 22:30:00,14.25,cin_1794,sala_16059,1
70,2025-10-15 15:00:00,43.03,cin_1911,sala_17107,10
346,2025-10-15 18:45:00,27.07,cin_195,sala_1743,4
102,2025-10-15 12:30:00,17.82,cin_997,sala_8947,2
288,2025-10-15 22:30:00,29.83,cin_1102,sala_9883,1
120,2025-10-15 11:45:00,21.21,cin_2136,sala_19097,2
489,2025-10-15 10:30:00,12.54,cin_1557,sala_13961,10
406,2025-10-15 21:15:00,27.35,cin_1149,sala_10317,9
238,2025-10-15 22:30:00,41.04,cin_1933,sala_17301,7
297,2025-10-15 11:45:00,24.81,cin_1997,sala_17844,5
247,2025-10-15 20:00:00,23.7,cin_540,sala_4858,11
31,2025-10-15 20:00:00,29.24,cin_1105,sala_9922,8
266,2025-10-15 16:15:00,23.39,cin_2228,sala_19931,9
115,2025-10-15 10:30:00,33.79,cin_508,sala_4553,5
185,2025-10-15 20:00:00,25.17,cin_749,sala_6696,11
110,2025-10-15 11:45:00,12.57,cin_2151,sala_19232,3
318,2025-10-15 21:15:00,42.13,cin_229,sala_2038,1
133,2025-10-15 12:30:00,12.52,cin_895,sala_8028,8
409,2025-10-15 20:00:00,41.19,cin_702,sala_6266,2
169,2025-10-15 18:45:00,31.1,cin_644,sala_5769,6
178,2025-10-15 22:30:00,26.96,cin_409,sala_3678,2
159,2025-10-15 11:45:00,42.83,cin_679,sala_6082,1
256,2025-10-15 15:00:00,38.88,cin_735,sala_6562,6
261,2025-10-15 15:00:00,42.14,cin_1109,sala_9950,5
468,2025-10-15 12:30:00,32.95,cin_1107,sala_9936,5
446,2025-10-15 22:30:00,34.02,cin_1299,sala_11672,1
395,2025-10-15 15:00:00,36.65,cin_802,sala_7168,8
68,2025-10-15 11:45:00,30.2,cin_1172,sala_10535,3
359,2025-10-15 18:45:00,25.02,cin_1034,sala_9301,11
144,2025-10-15 20:00:00,22.21,cin_286,sala_2552,4
180,2025-10-15 18:45:00,16.44,cin_1536,sala_13752,10
45,2025-10-15 21:15:00,40.61,cin_847,sala_7597,8
137,2025-10-15 12:30:00,30.46,cin_1763,sala_15796,12
147,2025-10-15 13:45:00,37.77,cin_1995,sala_17825,2
465,2025-10-15 10:30:00,34.34,cin_1650,sala_14775,8
10,2025-10-15 18:45:00,31.89,cin_796,sala_7120,8
101,2025-10-15 10:30:00,27.22,cin_2206,sala_19724,2
39,2025-10-15 13:45:00,29.34,cin_336,sala_3029,3
465,2025-10-15 13:45:00,27.42,cin_1467,sala_13174,4
421,2025-10-15 22:30:00,16.44,cin_1615,sala_14467,3
157,2025-10-15 16:15:00,15.87,cin_1720,sala_15422,10
453,2025-10-15 22:30:00,40.66,cin_1067,sala_9588,4
4,2025-10-15 15:00:00,20.72,cin_112,sala_996,7
417,2025-10-15 21:15:00,44.18,cin_544,sala_4893,5
280,2025-10-15 11:45:00,19.77,cin_1818,sala_16264,3
155,2025-10-15 21:15:00,43.15,cin_1396,sala_12546,5
392,2025-10-15 22:30:00,44.82,cin_927,sala_8314,5
73,2025-10-15 20:00:00,27.43,cin_1762,sala_15782,6
186,2025-10-15 12:30:00,38.5,cin_1319,sala_11848,3
236,2025-10-15 13:45:00,29.34,cin_1057,sala_9505,4
322,2025-10-15 21:15:00,21.56,cin_127,sala_1144,6
221,2025-10-15 10:30:00,26.81,cin_1868,sala_16711,2
428,2025-10-15 10:30:00,22.33,cin_737,sala_6581,2
293,2025-10-15 11:45:00,19.54,cin_1086,sala_9744,1
339,2025-10-15 22:30:00,22.85,cin_552,sala_4974,10
490,2025-10-15 12:30:00,39.78,cin_625,sala_5586,3
293,2025-10-15 18:45:00,41.71,cin_2087,sala_18661,3
13,2025-10-15 21:15:00,19.22,cin_1302,sala_11701,5
258,2025-10-15 15:00:00,19.57,cin_72,sala_632,12
425,2025-10-15 12:30:00,44.52,cin_482,sala_4315,5
494,2025-10-15 18:45:00,18.5,cin_743,sala_6640,4
22,2025-10-15 20:00:00,36.71,cin_1162,sala_10440,3
270,2025-10-15 21:15:00,18.58,cin_1394,sala_12531,5
345,2025-10-15 21:15:00,17.79,cin_762,sala_6816,7
107,2025-10-15 13:45:00,21.23,cin_1566,sala_14049,8
273,2025-10-15 18:45:00,25.62,cin_749,sala_6696,11
244,2025-10-15 20:00:00,24.19,cin_1332,sala_11966,5
456,2025-10-15 11:45:00,15.15,cin_128,sala_1158,11
496,2025-10-15 11:45:00,44.25,cin_2190,sala_19584,2
359,2025-10-15 10:30:00,19.59,cin_1473,sala_13228,1
365,2025-10-15 11:45:00,19.14,cin_1556,sala_13947,8
162,2025-10-15 16:15:00,23.39,cin_951,sala_8545,11
317,2025-10-15 10:30:00,24.05,cin_1852,sala_16567,7
30,2025-10-15 16:15:00,29.46,cin_1276,sala_11473,11
347,2025-10-15 15:00:00,12.66,cin_1115,sala_10002,5
268,2025-10-15 17:30:00,41.03,cin_2107,sala_18829,11
53,2025-10-15 15:00:00,22.35,cin_1979,sala_17701,4
350,2025-10-15 16:15:00,28.62,cin_383,sala_3447,3
331,2025-10-15 21:15:00,31.59,cin_818,sala_7317,3
178,2025-10-15 15:00:00,16.93,cin_66,sala_566,3
198,2025-10-15 13:45:00,35.96,cin_2132,sala_19066,4
432,2025-10-15 17:30:00,15.09,cin_709,sala_6328,3
216,2025-10-15 17:30:00,17.49,cin_1326,sala_11919,9
33,2025-10-15 16:15:00,32.97,cin_2034,sala_18176,3
352,2025-10-15 11:45:00,38.5,cin_1704,sala_15281,7
396,2025-10-15 18:45:00,24.09,cin_1308,sala_11759,6
435,2025-10-15 15:00:00,35.04,cin_1811,sala_16206,1
26,2025-10-15 20:00:00,25.32,cin_1778,sala_15919,7
434,2025-10-15 17:30:00,17.87,cin_755,sala_6746,3
115,2025-10-15 12:30:00,23.12,cin_894,sala_8020,8
103,2025-10-15 15:00:00,44.8,cin_1359,sala_12220,3
163,2025-10-15 20:00:00,44.37,cin_1262,sala_11334,1
333,2025-10-15 11:45:00,25.9,cin_2229,sala_19937,3
141,2025-10-15 13:45:00,30.95,cin_1742,sala_15616,3
151,2025-10-15 12:30:00,19.8,cin_1760,sala_15763,6
77,2025-10-15 16:15:00,14.74,cin_1722,sala_15432,1
148,2025-10-15 13:45:00,32.33,cin_2025,sala_18109,7
190,2025-10-15 15:00:00,32.43,cin_1772,sala_15874,8
391,2025-10-15 21:15:00,31.93,cin_1925,sala_17224,4
340,2025-10-15 16:15:00,14.32,cin_2164,sala_19344,8
463,2025-10-15 16:15:00,30.72,cin_1389,sala_12487,5
385,2025-10-15 16:15:00,22.23,cin_2122,sala_18958,2
220,2025-10-15 20:00:00,18.92,cin_802,sala_7168,8
284,2025-10-15 13:45:00,16.36,cin_817,sala_7311,9
71,2025-10-15 13:45:00,31.95,cin_524,sala_4699,5
144,2025-10-15 21:15:00,22.12,cin_731,sala_6515,1
124,2025-10-15 22:30:00,37.04,cin_2071,sala_18522,7
487,2025-10-15 15:00:00,25.06,cin_284,sala_2534,3
388,2025-10-15 12:30:00,39.42,cin_111,sala_980,3
74,2025-10-15 20:00:00,36.54,cin_2204,sala_19709,9
71,2025-10-15 11:45:00,36.7,cin_1073,sala_9634,4
9,2025-10-15 15:00:00,32.62,cin_1578,sala_14150,3
394,2025-10-15 21:15:00,37.65,cin_1914,sala_17123,2
276,2025-10-15 18:45:00,43.82,cin_237,sala_2108,2
175,2025-10-15 20:00:00,30.27,cin_709,sala_6326,1
109,2025-10-15 10:30:00,40.89,cin_774,sala_6914,2
446,2025-10-15 20:00:00,41.08,cin_355,sala_3214,5
67,2025-10-15 12:30:00,15.44,cin_38,sala_330,6
252,2025-10-15 21:15:00,25.12,cin_1302,sala_11702,6
484,2025-10-15 22:30:00,12.78,cin_262,sala_2348,2
412,2025-10-15 12:30:00,29.93,cin_75,sala_650,1
426,2025-10-15 21:15:00,15.83,cin_1839,sala_16458,8
52,2025-10-15 15:00:00,35.27,cin_1244,sala_11192,2
494,2025-10-15 22:30:00,29.09,cin_2185,sala_19549,9
315,2025-10-15 22:30:00,25.65,cin_1842,sala_16478,3
381,2025-10-15 21:15:00,32.22,cin_149,sala_1338,5
389,2025-10-15 17:30:00,18.1,cin_2083,sala_18628,7
305,2025-10-15 10:30:00,29.04,cin_1810,sala_16205,6
410,2025-10-15 12:30:00,25.62,cin_1872,sala_16742,3
489,2025-10-15 22:30:00,33.34,cin_1839,sala_16453,3
84,2025-10-15 13:45:00,39.92,cin_709,sala_6327,2
456,2025-10-15 18:45:00,20.36,cin_294,sala_2624,3
233,2025-10-15 18:45:00,12.09,cin_1243,sala_11186,2
420,2025-10-15 17:30:00,36.3,cin_1661,sala_14878,6
172,2025-10-15 11:45:00,17.57,cin_2054,sala_18355,5
16,2025-10-15 11:45:00,27.24,cin_240,sala_2138,7
404,2025-10-15 15:00:00,44.96,cin_768,sala_6867,6
291,2025-10-15 16:15:00,28.28,cin_7,sala_70,9
287,2025-10-15 21:15:00,26.68,cin_1780,sala_15941,7
421,2025-10-15 10:30:00,20.87,cin_680,sala_6089,2
29,2025-10-15 16:15:00,17.05,cin_1342,sala_12071,7
458,2025-10-15 12:30:00,21.54,cin_2227,sala_19922,10
499,2025-10-15 20:00:00,44.08,cin_188,sala_1673,3
74,2025-10-15 16:15:00,29.45,cin_510,sala_4573,7
125,2025-10-15 15:00:00,40.89,cin_171,sala_1534,6
331,2025-10-15 16:15:00,36.85,cin_1508,sala_13520,5
473,2025-10-15 11:45:00,19.5,cin_780,sala_6963,1
94,2025-10-15 10:30:00,12.83,cin_381,sala_3425,1
327,2025-10-15 22:30:00,27.47,cin_11,sala_103,10
29,2025-10-15 21:15:00,40.74,cin_1059,sala_9524,5
375,2025-10-15 17:30:00,18.66,cin_1515,sala_13573,3
433,2025-10-15 16:15:00,43.38,cin_1225,sala_11018,8
146,2025-10-15 12:30:00,34.11,cin_1892,sala_16926,7
243,2025-10-15 10:30:00,16.55,cin_1598,sala_14333,5
155,2025-10-15 12:30:00,32.71,cin_772,sala_6897,1
431,2025-10-15 21:15:00,25.67,cin_783,sala_6999,8
324,2025-10-15 21:15:00,39.7,cin_1816,sala_16254,7
292,2025-10-15 13:45:00,24.62,cin_1283,sala_11537,4
23,2025-10-15 18:45:00,16.56,cin_433,sala_3894,6
143,2025-10-15 13:45:00,26.86,cin_1107,sala_9933,2
168,2025-10-15 18:45:00,18.17,cin_890,sala_7984,6
391,2025-10-15 20:00:00,30.84,cin_1167,sala_10486,1
69,2025-10-15 20:00:00,28.47,cin_2106,sala_18818,9
235,2025-10-15 13:45:00,31.51,cin_1501,sala_13465,5
304,2025-10-15 12:30:00,18.44,cin_799,sala_7141,7
359,2025-10-15 13:45:00,21.11,cin_2197,sala_19647,4
343,2025-10-15 13:45:00,39.39,cin_1462,sala_13123,3
296,2025-10-15 13:45:00,16.41,cin_794,sala_7094,2
131,2025-10-15 12:30:00,18.27,cin_518,sala_4645,4
430,2025-10-15 16:15:00,34.91,cin_186,sala_1661,6
16,2025-10-15 20:00:00,41.17,cin_53,sala_453,5
472,2025-10-15 11:45:00,15.99,cin_1852,sala_16561,1
74,2025-10-15 12:30:00,42.41,cin_1333,sala_11981,12
434,2025-10-15 13:45:00,35.25,cin_503,sala_4501,3
26,2025-10-15 18:45:00,32.67,cin_1994,sala_17820,3
54,2025-10-15 18:45:00,37.67,cin_2210,sala_19766,6
314,2025-10-15 18:45:00,44.8,cin_1544,sala_13830,4
349,2025-10-15 11:45:00,26.84,cin_381,sala_3425,1
307,2025-10-15 10:30:00,32.77,cin_249,sala_2222,7
217,2025-10-15 21:15:00,20.27,cin_1491,sala_13375,5
64,2025-10-15 20:00:00,29.25,cin_1973,sala_17649,1
139,2025-10-15 20:00:00,15.83,cin_1438,sala_12918,12
236,2025-10-15 20:00:00,43.45,cin_947,sala_8503,10
11,2025-10-15 18:45:00,39.89,cin_1281,sala_11521,7
340,2025-10-15 21:15:00,39.1,cin_1215,sala_10928,4
224,2025-10-15 12:30:00,23.72,cin_2001,sala_17868,4
10,2025-10-15 16:15:00,31.8,cin_1731,sala_15519,9
55,2025-10-15 11:45:00,25.78,cin_2087,sala_18667,9
332,2025-10-15 10:30:00,21.0,cin_88,sala_776,9
409,2025-10-15 11:45:00,24.21,cin_1969,sala_17619,3
208,2025-10-15 15:00:00,16.12,cin_1900,sala_16992,3
263,2025-10-15 18:45:00,41.65,cin_1425,sala_12799,8
425,2025-10-15 17:30:00,23.18,cin_805,sala_7197,7
359,2025-10-15 21:15:00,20.45,cin_1103,sala_9891,1
106,2025-10-15 11:45:00,15.43,cin_2133,sala_19072,3
205,2025-10-15 16:15:00,16.39,cin_694,sala_6207,4
300,2025-10-15 20:00:00,38.06,cin_1571,sala_14089,2
31,2025-10-15 10:30:00,31.26,cin_1261,sala_11331,6
172,2025-10-15 12:30:00,26.81,cin_2004,sala_17898,8
195,2025-10-15 21:15:00,25.35,cin_1758,sala_15745,4
60,2025-10-15 22:30:00,13.25,cin_537,sala_4825,8
117,2025-10-15 16:15:00,23.6,cin_442,sala_3975,5
66,2025-10-15 18:45:00,29.47,cin_568,sala_5100,1
43,2025-10-15 10:30:00,22.89,cin_2145,sala_19182,3
182,2025-10-15 13:45:00,37.36,cin_1109,sala_9947,2
304,2025-10-15 13:45:00,28.36,cin_1720,sala_15421,9
346,2025-10-15 22:30:00,12.48,cin_793,sala_7081,1
195,2025-10-15 18:45:00,12.73,cin_807,sala_7215,6
14,2025-10-15 11:45:00,35.93,cin_414,sala_3730,10
421,2025-10-15 12:30:00,26.8,cin_1462,sala_13126,6
360,2025-10-15 22:30:00,34.64,cin_773,sala_6910,8
210,2025-10-15 22:30:00,40.1,cin_437,sala_3922,3
60,2025-10-15 10:30:00,42.59,cin_879,sala_7885,3
84,2025-10-15 20:00:00,28.22,cin_490,sala_4388,8
76,2025-10-15 12:30:00,41.6,cin_1888,sala_16882,2
249,2025-10-15 20:00:00,12.85,cin_1111,sala_9971,12
91,2025-10-15 12:30:00,44.13,cin_2038,sala_18213,5
231,2025-10-15 17:30:00,13.15,cin_1688,sala_15126,8
271,2025-10-15 20:00:00,14.59,cin_426,sala_3831,6
312,2025-10-15 17:30:00,33.38,cin_1396,sala_12545,4
328,2025-10-15 12:30:00,36.71,cin_752,sala_6715,4
213,2025-10-15 12:30:00,43.44,cin_764,sala_6828,5
405,2025-10-15 12:30:00,36.65,cin_1915,sala_17139,8
451,2025-10-15 21:15:00,21.46,cin_1907,sala_17064,10
353,2025-10-15 15:00:00,28.71,cin_1429,sala_12835,2
118,2025-10-15 15:00:00,34.32,cin_646,sala_5788,4
127,2025-10-15 11:45:00,13.8,cin_1327,sala_11922,2
5,2025-10-15 21:15:00,40.48,cin_1838,sala_16448,4
204,2025-10-15 21:15:00,40.98,cin_1016,sala_9129,6
319,2025-10-15 13:45:00,14.79,cin_1438,sala_12915,9
351,2025-10-15 21:15:00,32.81,cin_2216,sala_19816,3
247,2025-10-15 15:00:00,37.93,cin_1962,sala_17559,2
210,2025-10-15 16:15:00,24.65,cin_1156,sala_10380,4
480,2025-10-15 10:30:00,16.29,cin_816,sala_7302,11
275,2025-10-15 20:00:00,25.24,cin_626,sala_5591,1
289,2025-10-15 15:00:00,13.68,cin_67,sala_579,7
102,2025-10-15 15:00:00,44.76,cin_503,sala_4499,1
242,2025-10-15 17:30:00,43.64,cin_929,sala_8332,3
482,2025-10-15 21:15:00,25.92,cin_1545,sala_13846,8
322,2025-10-15 21:15:00,15.6,cin_2000,sala_17864,6
351,2025-10-15 21:15:00,27.4,cin_1499,sala_13454,6
224,2025-10-15 22:30:00,40.06,cin_1558,sala_13970,8
253,2025-10-15 10:30:00,14.45,cin_339,sala_3058,4
482,2025-10-15 16:15:00,12.39,cin_235,sala_2093,7
71,2025-10-15 15:00:00,30.0,cin_1162,sala_10440,3
338,2025-10-15 13:45:00,40.53,cin_1585,sala_14215,7
20,2025-10-15 17:30:00,37.83,cin_1436,sala_12900,9
